labels,tweets
0,dave ready chris cannot even listen music
0,need serious prayer possibly
0,ouch good luck sorry
1,airline alright flying know airline give anything drink snack andrea
1,thanks alright looking healthy shade green
1,really somewhere freak geek mean damn
0,happy alright happy goodnight girll alright amazing nice night loveya
0,wilco steph jane addiction want show
1,alright going make amazing teacher
1,well good enough thanks
0,long night well since guess must deal
0,downloading shawshank redemption hope alright better place pedro
1,yeep take time reply
0,going another work week start tomorrow
0,loving sunny weather dreading dentist appointment
1,agree implemented follow friday rule think
0,bitch sheva dunt help
1,started crestview news bulletin twitter twitterfeed follow
1,last beer fest goin half cider going along drinking likely loft
0,service suck want coco
1,according saga june burglary take place policyholder careful alright going away ready
0,back work another boring begun
1,podium normal service resumed
0,note self drinking entire gatorade cause frequent trip little girl room never drink much gatorade
1,youu sound like thing alright superbly
1,great random weekend dirt bike ride bike ride gardening clean house tomorrow monday
0,sober dancing rubbish though
1,going whole school without twitter tomorrow starting wake going turn whole think
1,whoa hotel room kirsty stephan staying huge jacuzzi sauna room
0,know anything best place stuff
0,extremely going star anymore next year
0,sorry clocked fool could done something save wouldve weak
0,guess need take lesson nice feature course
0,thanks support exam alright graded recorded easy part though alphabetize
0,heaad rehearsal edsel going home
0,thanks robin timing work time hoping folk could make portland want meet
1,omgah noticed joseph little freckle across nose adorable ing loud
0,take thanks cheer drink real back training
0,running late work start
0,disgustingly sick cough runny nose
0,stuggleing piece puzzle aged
0,interesting food stylist make dish picture worthy longer eatworthy
1,nearly forgot filled love
1,starting feel like nicolas cage leaving vega nice knowing
0,conference call work blah blah blah
1,last facebook twitter xbox demand game fucking microsoft time around
1,billtown blue fest could near tent without smelling
1,would really appreciate someone special would reply
0,either addiction need life
0,school fail want back
1,love place would definetaly recommend raspberry banana perfect ready
1,getting dressed ready breakfast imax happy saturday everyone
1,along alright name must included
0,thanks much rainy week trading toyota soon high cancelled fish catch week
0,lovely little food drinkies football seems dominating street though
1,live cannes france shooting video
0,hate twitter post facebook group link
0,would love join plan worst last minute event
1,call later want back hour ciao ciao
0,okey forgive scotty know suitable
1,hello love shirt sticker
0,ing loud girl dayton school finish school ing loud call brookstone apartment ing loud
0,true still suck though lolol original shit thanks
0,seriously cannot wait thursday
1,take deep breath blow alright mouth repeat time least take necessary
0,hate know rice grain nose blowing nose hurt much information
0,feeling really sort hopefully good night sleep help phone call certain person would hurt either
1,myspoace stalker freaky people
1,watching angel ing loud
0,landed late night redeye flight philly tired
1,like much hate dress could nicer person though love alright blog
0,back awful weather outside transformer midnight tonight stokkedd
1,well maybe little long
1,thanks want alright going start selling soon
0,girl thanks asking rocko okey cast
1,super rollin happy fuckin
1,going girl wedding tomorrow hope fall
0,hate oklahoma weather evacuate house middle night
0,cleancheck boarded check house cleancheck pack progress
1,kuya marc brand birthday final comment naman diyan thanks good bless
1,kindof back early game tomorrow maybee going
0,ready give website done nothing consumed time debt
0,minute church goodness ing loud
0,annoyed really long flight alright policy
1,ing loud kool urself spell cool make look cooler ing loud
0,stefanies gone jelly bean alright snuggling discussing last night festivity pretty much love foriegners
0,older playing ball time different field text stole home woot
1,okey tweeter lala land later love
1,like true best thing alright wished
1,know alright busy tell alright mother happy mother proud
1,change start half none look like attenence look like match
0,heather know alright message april twitter friendly
0,wish life work play work play
1,watched star trek instead loved
0,happily walk rain work come back look presentable work
0,thing worse packing unpacking
1,okey hiccup gone tayla beat youu
0,well guess sometimes impulsive shopping work right
1,going movie scaryy popcorn please
0,trying remove glass samuel gorge shiraz light coloured carpet jesus wine colour
1,thanks site cannot wait
1,riddle alright mind powerful good evil devil surely
1,love together alright funny
0,finished right word never procrastinating
0,huge bump head headache forgot ceiling sloped bedroom nearly knocked last night ended floor good
0,unfortunately like thing color hard time finding genealogy blog info
0,kool happy someone else twitter acatully know love miss much cannot live come back
0,wish would stop raining
1,boyfriend talkin friend tryin make derstanding loved csad
1,finally home eventful airport
1,true think beef right yalls corner rooting
1,gosh alright fagg good night brother talk later crusty janitor kidding
0,moving really slow morning night dancing getting
1,thinking back last night sushi fest sushi opera combination must
0,calvin harris main stage want tent
1,talking wife morning total love
0,finally showed song happening emailed answer rarely email
0,want robot maid clean room
0,thinking going college party white beach really raining think going anymore
